pdf_id,filename,relative_path,title,source,bytes,sha256,validation,page_count,is_scanned,image_pages,has_images,table_like_pages,has_tables,double_column_pages,is_double_column,sidebar_pages,has_sidebar,document_type,text_chars,notes,manual_review_status,manual_review_notes,relevance_status,relevance_basis,layout_manual_status,relevance_scope
PDF-011,vag_004_View_document_SSP_181_Audi_A3_-_Presentation__c3246ce317aa.pdf,pdfs\vag_004_View_document_SSP_181_Audi_A3_-_Presentation__c3246ce317aa.pdf,View document [SSP 181 Audi A3 - Presentation],https://www.vdveer-engineering.nl/edocmanviewer/SSP_181_Audi_A3_-_Presentation.pdf,8452367,c3246ce317aa22893c504978cfb59bdae6d47e3fabc6ddb6b6a95c6ad234fb6b,通过,32,否,18,是,1,是,2,是,0,否,普通文本,15310,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-012,vag_005_View_document_SSP_182_Audi_A3_-_The_Engineering__88216050e9a8.pdf,pdfs\vag_005_View_document_SSP_182_Audi_A3_-_The_Engineering__88216050e9a8.pdf,View document [SSP 182 Audi A3 - The Engineering],https://www.vdveer-engineering.nl/edocmanviewer/SSP_182_Audi_A3_-_The_Engineering.pdf,4884794,88216050e9a8b3fe39bf61aebeaacfb2532fe4f89e3123c165e1fb5a5b300032,通过,74,否,11,是,1,是,7,是,2,是,普通文本,42274,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-013,vag_006_View_document_SSP_186_The_CAN_Databus__fa5e6c81a465.pdf,pdfs\vag_006_View_document_SSP_186_The_CAN_Databus__fa5e6c81a465.pdf,View document [SSP 186 The CAN Databus],https://www.vdveer-engineering.nl/edocmanviewer/SSP_186_The_CAN_Databus.pdf,574277,fa5e6c81a465e68480570ba1e18db90ca1aacd5837d092391fda9f764620fcaf,通过,29,否,29,是,0,否,0,否,0,否,图片较多,40095,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-014,vag_007_View_document_SSP_188_The_LT_97__fad53affd375.pdf,pdfs\vag_007_View_document_SSP_188_The_LT_97__fad53affd375.pdf,View document [SSP 188 The LT 97],https://www.vdveer-engineering.nl/edocmanviewer/SSP_188_The_LT_97.pdf,1705182,fad53affd37577697a05d62ba6997e5750407f82140c5fb2dd41576072af7c42,通过,71,否,71,是,0,否,0,否,1,是,图片较多,64128,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-015,vag_008_View_document_SSP_189_The_2.3_l_petrol_engine_in_the_LT_1997__2d83df16c0cf.pdf,pdfs\vag_008_View_document_SSP_189_The_2.3_l_petrol_engine_in_the_LT_1997__2d83df16c0cf.pdf,View document [SSP 189 The 2.3 l petrol engine in the LT 1997],https://www.vdveer-engineering.nl/edocmanviewer/SSP_189_The_2_3_l_petrol_engine_in_the_LT_1997.pdf,949308,2d83df16c0cfa4836c95a10f4a0ec8e52670e7b3b5f1925ff8a33a8264f6ee7e,通过,52,否,2,是,1,是,4,是,3,是,普通文本,30463,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-016,vag_009_View_document_SSP_190_Adjustable_Turbocharger__013c301ada5d.pdf,pdfs\vag_009_View_document_SSP_190_Adjustable_Turbocharger__013c301ada5d.pdf,View document [SSP 190 Adjustable Turbocharger],https://www.vdveer-engineering.nl/edocmanviewer/SSP_190_Adjustable_Turbocharger.pdf,1234687,013c301ada5d32fcc601c8a6947bacc95a77debf0d394403058a77e90639a51d,通过,32,否,2,是,0,否,2,是,2,是,普通文本,16232,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-017,vag_010_View_document_SSP_191_Passat_B5__5586dd0c6db8.pdf,pdfs\vag_010_View_document_SSP_191_Passat_B5__5586dd0c6db8.pdf,View document [SSP 191 Passat B5],https://www.vdveer-engineering.nl/edocmanviewer/SSP_191_Passat_B5.pdf,9744497,5586dd0c6db8b4c6f2e09e48b251859bfa5fbeca15c14e6524b414265c1e34ef,通过,122,否,17,是,2,是,4,是,4,是,普通文本,80390,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-018,vag_011_View_document_SSP_192_The_Passat_1997_The_Engineering__925ef04c7153.pdf,pdfs\vag_011_View_document_SSP_192_The_Passat_1997_The_Engineering__925ef04c7153.pdf,View document [SSP 192 The Passat 1997 The Engineering],https://www.vdveer-engineering.nl/edocmanviewer/SSP_192_The_Passat_1997_The_Engineering.pdf,2261572,925ef04c715390d4f7dd9e34625d426a2b14cf6e7fb05161ae4b04ba3fe613dd,通过,75,否,6,是,0,否,6,是,8,是,普通文本,51316,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-019,vag_012_View_document_SSP_193_Convenience_System__0222a731230c.pdf,pdfs\vag_012_View_document_SSP_193_Convenience_System__0222a731230c.pdf,View document [SSP 193 Convenience System],https://www.vdveer-engineering.nl/edocmanviewer/SSP_193_Convenience_System.pdf,1336269,0222a731230cd7e2f1fba06673dfaf8f2448852280eb70774926c9347a92e79c,通过,48,否,1,是,0,否,1,是,1,是,普通文本,41053,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-020,vag_013_View_document_SSP_195_The_2.3-ltr_V5_Engine__c893f26ab67c.pdf,pdfs\vag_013_View_document_SSP_195_The_2.3-ltr_V5_Engine__c893f26ab67c.pdf,View document [SSP 195 The 2.3-ltr V5 Engine],https://www.vdveer-engineering.nl/edocmanviewer/SSP_195_The_2_3-ltr__V5_Engine.pdf,1649544,c893f26ab67c33772947b2908a64ffcc608394268dd2b6461566ceff95963ec5,通过,40,否,4,是,1,是,4,是,2,是,普通文本,32895,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-021,vag_014_View_document_SSP_196_The_1.4_ltr_16V_55kW_Engine__055f9dd30729.pdf,pdfs\vag_014_View_document_SSP_196_The_1.4_ltr_16V_55kW_Engine__055f9dd30729.pdf,View document [SSP 196 The 1.4 ltr 16V 55kW Engine],https://www.vdveer-engineering.nl/edocmanviewer/SSP_196_The_1_4_ltr__16V_55kW_Engine.pdf,2259747,055f9dd307298e4a66e0bd32e59828b26895eb9be2d53cfc712a879be9291377,通过,36,否,4,是,1,是,2,是,0,否,普通文本,29675,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-022,vag_015_View_document_SSP_198_The_27-litre_V6_Biturbo__74fe9c4e62fd.pdf,pdfs\vag_015_View_document_SSP_198_The_27-litre_V6_Biturbo__74fe9c4e62fd.pdf,View document [SSP 198 The 27-litre V6 Biturbo],https://www.vdveer-engineering.nl/edocmanviewer/SSP_198_The_2_7-litre_V6_Biturbo.pdf,3412664,74fe9c4e62fd1bb28c88ad157d5801018441f36f944c6c60ec29499b57fc91e3,通过,72,否,41,是,0,否,4,是,3,是,普通文本,78186,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-023,vag_016_View_document_SSP_199_The_Radio_Navigation_System__d7d8b275fef8.pdf,pdfs\vag_016_View_document_SSP_199_The_Radio_Navigation_System__d7d8b275fef8.pdf,View document [SSP 199 The Radio Navigation System],https://www.vdveer-engineering.nl/edocmanviewer/SSP_199_The_Radio_Navigation_System.pdf,1286041,d7d8b275fef860e35bc8cfd2f4374eda063071469510452d177be9c18fb59416,通过,44,否,1,是,0,否,1,是,3,是,普通文本,48944,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-024,vag_017_View_document_SSP_200_Golf_IV__08b1787a5cb0.pdf,pdfs\vag_017_View_document_SSP_200_Golf_IV__08b1787a5cb0.pdf,View document [SSP 200 Golf IV],https://www.vdveer-engineering.nl/edocmanviewer/SSP_200_Golf_IV.pdf,5097282,08b1787a5cb08e524e772b6898b0ce4518f303afcf112146284521f01dc27e7f,通过,64,否,29,是,0,否,13,是,3,是,普通文本,53583,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-025,vag_018_View_document_SSP_201_The_Lupo__b2134625f335.pdf,pdfs\vag_018_View_document_SSP_201_The_Lupo__b2134625f335.pdf,View document [SSP 201 The Lupo],https://www.vdveer-engineering.nl/edocmanviewer/SSP_201_The_Lupo.pdf,4021472,b2134625f335a58617da8f2a3b45f27b4b0ce1992b65d8bf23882a875b565d48,通过,56,否,26,是,1,是,6,是,1,是,普通文本,47771,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-026,vag_019_View_document_SSP_202_Vehicle_Diagnostic_Testing_and_Information_System_VAS_5051__1a0dc7cd9f7d.pdf,pdfs\vag_019_View_document_SSP_202_Vehicle_Diagnostic_Testing_and_Information_System_VAS_5051__1a0dc7cd9f7d.pdf,"View document [SSP 202 Vehicle Diagnostic, Testing and Information System VAS 5051]","https://www.vdveer-engineering.nl/edocmanviewer/SSP_202_Vehicle_Diagnostic,_Testing_and_Information_System_VAS_5051.pdf",1571710,1a0dc7cd9f7d79c48f5b7e903c65c23fbc6c798d3878359bfad79decd4894383,通过,48,否,1,是,0,否,1,是,1,是,普通文本,52403,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-027,vag_020_View_document_SSP_203_The_1.0-ltr_37_kW_petrol_engine__351f20348455.pdf,pdfs\vag_020_View_document_SSP_203_The_1.0-ltr_37_kW_petrol_engine__351f20348455.pdf,View document [SSP 203 The 1.0-ltr 37 kW petrol engine],https://www.vdveer-engineering.nl/edocmanviewer/SSP_203_The_1_0-ltr__37_kW_petrol_engine.pdf,1435935,351f20348455a0d2ea1068f69ec1a2046bbf6a8ddbca8dd6bdcf5ff9acf60484,通过,24,否,1,是,1,是,4,是,1,是,普通文本,19314,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-028,vag_021_View_document_SSP_204_ESP_Electronic_Stability_Programme__4e86b3b9e4e9.pdf,pdfs\vag_021_View_document_SSP_204_ESP_Electronic_Stability_Programme__4e86b3b9e4e9.pdf,View document [SSP 204 ESP Electronic Stability Programme],https://www.vdveer-engineering.nl/edocmanviewer/SSP_204_ESP_Electronic_Stability_Programme.pdf,2208892,4e86b3b9e4e931e37c3cabaa915b7c5aa555f60263b0ecaf976d4382adf89164,通过,64,否,3,是,0,否,0,否,3,是,普通文本,72678,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-029,vag_022_View_document_SSP_205_02M_6speed_Manual_Gearbox__a9cfb492a2a0.pdf,pdfs\vag_022_View_document_SSP_205_02M_6speed_Manual_Gearbox__a9cfb492a2a0.pdf,View document [SSP 205 02M 6speed Manual Gearbox],https://www.vdveer-engineering.nl/edocmanviewer/SSP_205_02M_6speed_Manual_Gearbox.pdf,1383065,a9cfb492a2a0aca013d4e48c1b77a8787c6b1afa7ceb8284ecb3e09001558d4f,通过,28,否,2,是,0,否,0,否,0,否,普通文本,17086,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-030,vag_023_View_document_SSP_206_Four-Wheel_Drive_with_Haldex_Coupling__629b7faf7539.pdf,pdfs\vag_023_View_document_SSP_206_Four-Wheel_Drive_with_Haldex_Coupling__629b7faf7539.pdf,View document [SSP 206 Four-Wheel Drive with Haldex Coupling],https://www.vdveer-engineering.nl/edocmanviewer/SSP_206_Four-Wheel_Drive_with_Haldex_Coupling.pdf,1228219,629b7faf75394af51f46fb7e48a27b96d4b0b2a759be654c8523c4da58c22be4,通过,44,否,16,是,1,是,4,是,0,否,普通文本,31189,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
PDF-031,vag_024_View_document_SSP_207_The_Audi_TT_Coup__419e6ca581c6.pdf,pdfs\vag_024_View_document_SSP_207_The_Audi_TT_Coup__419e6ca581c6.pdf,View document [SSP 207 The Audi TT Coupé],https://www.vdveer-engineering.nl/edocmanviewer/SSP_207_The_Audi_TT_Coupé.pdf,4065620,419e6ca581c6cadc567263244e5e93e4bee3c65b12198644b73a81ad5548d7ae,通过,92,否,45,是,2,是,4,是,3,是,普通文本,85809,版式字段由启发式分析生成，需人工抽查；SSP 原理资料不是当前车型维修手册。,人工核验通过,100份首屏联系表和100份内页联系表已查看；相关性确认。表格/双栏/侧栏字段为人工抽查结合自动初筛。,确认相关,人工查看首屏和内页联系表；标题、VW/VAG Service/SSP 标识及正文图示明确对应车辆系统、车型、诊断、维修或售后技术培训。,人工首屏+内页抽查,汽车售后/维修/诊断/技术培训
